Site instance,Site name,Tree,Country,County,Other info,Grid reference,Map link,Longitude,Latitude,Elevation (ft),Station No.,Normal Month Values,-999 Month Values,Totals,Start Month,End Month,Active Years,% Complete,% Active Complete,Min Monthly Value,Min Month Date,Max Monthly Value,Max Month Date,Min Total,Min Total Year,Max Total,Max Total Year,Avg Total,10th pctile Total,50th pctile Total,90th pctile Total,Decades Graphic,Yearly Graphic,1800-1809,1810-1819,1820-1829,1830-1839,1840-1849,1850-1859,1860-1869,1870-1879,1880-1889,1890-1899,1900-1909,1910-1919,1920-1930,1931-1940,1941-1950,1951-1960,Sheet 1,Sheet 2,Sheet 3,Sheet 4
GRIMSARGH-RED-SCAR,GRIMSARGH-RED-SCAR,LEFTOVER,England,Lancashire,1 sheet : 175' full record ch 1 mi E Preston st 4mi W. NGR for the Observatory at Red Scar,SD 581321,"https://maps.nls.uk/geo/explore/#zoom=16&lat=53.784&lon=-2.637&layers=10&b=1&marker=53.784,-2.637",-2.637,53.784,175,[2971/5],24,0,2,1932/01,1933/12,2,100.0,100.0,0.25,1932/02,7.5,1932/10,32.03,1933,43.37,1932,37.7,33.2,37.7,42.2,[.|..........|...*..],[##],-,-,-,-,-,-,-,-,-,-,-,-,-,[.##.......],-,-,TYRain_1931-1940_17_pt1-231,-,-,-
GRIMSTHORPE-CASTLE-GARDENS,GRIMSTHORPE-CASTLE-GARDENS,LEFTOVER,England,Lincolnshire,1 sheet : observer F.J.Foster,TF 045227,"https://maps.nls.uk/geo/explore/#zoom=16&lat=52.792&lon=-0.452&layers=6&b=1&marker=52.792,-0.452",-0.452,52.792,200,,12,0,1,1922/01,1922/12,1,100.0,100.0,0.65,1922/05,6.92,1922/07,30.87,1922,30.87,1922,30.9,30.9,30.9,30.9,[.|..........|..*...],[#],-,-,-,-,-,-,-,-,-,-,-,-,[..#........],-,-,-,TYRain_1920-1930_17_pt1-022,-,-,-
GRIMSTON-MANOR-HOUSE,GRIMSTON-MANOR-HOUSE,LEFTOVER,England,Norfolk,1 sheet,TF 721222,"https://maps.nls.uk/geo/explore/#zoom=16&lat=52.77&lon=0.55&layers=6&b=1&marker=52.77,0.55",0.550,52.770,,,31,0,2,1902/06,1904/12,3,100.0,86.1,0.7,1903/02,5.39,1903/10,23.58,1904,33.27,1903,28.4,24.5,28.4,32.3,[.|..........|*.....],[7##],-,-,-,-,-,-,-,-,-,-,[..7##.....],-,-,-,-,-,TYRain_1900-1909_10_pt1-008,-,-,-
GRIMSTON-TADCASTER,GRIMSTON-TADCASTER,LEFTOVER,England,Yorkshire West Riding,"1 sheet : NGR is Grimston Park, S of Tadcaster. Altitude from OS map",SE 499412,"https://maps.nls.uk/geo/explore/#zoom=16&lat=53.865&lon=-1.243&layers=6&b=1&marker=53.865,-1.243",-1.243,53.865,75,,12,0,1,1858/01,1858/12,1,100.0,100.0,0.16,1858/03,3.76,1858/08,19.03,1858,19.03,1858,19.0,19.0,19.0,19.0,[.|.....*....|......],[#],-,-,-,-,-,[........#.],-,-,-,-,-,-,-,-,-,-,TYRain_1850-1859_F_pt1-198,-,-,-
GT-LONGSTONE-HOLMCROFT,GT-LONGSTONE-HOLMCROFT,LEFTOVER,England,Derbyshire,1 sheet,-,,,,,,16,0,1,1922/09,1923/12,2,100.0,66.7,0.81,1923/06,7.1,1923/02,44.85,1923,44.85,1923,44.9,44.9,44.9,44.9,[.|..........|..*...],[4#],-,-,-,-,-,-,-,-,-,-,-,-,[..4#.......],-,-,-,TYRain_1920-1930_18_pt1-068,-,-,-
GUERNSEY-CASTEL-KINGS-MILLS,GUERNSEY-CASTEL-KINGS-MILLS,LEFTOVER,Channel Islands,Guernsey,1 sheet,-,,,,,,8,0,0,1911/01,1911/08,1,100.0,66.7,0.4,1911/05,2.92,1911/06,,,,,,,,,[.|..........|.*....],[8],-,-,-,-,-,-,-,-,-,-,-,[.8........],-,-,-,-,TYRain_1910-1919_25_pt1-041,-,-,-
GUERNSEY-CASTEL-ST-GEORGE-ST-GEORGE-ROAD,GUERNSEY-CASTEL-ST-GEORGE-ST-GEORGE-ROAD,LEFTOVER,Channel Islands,Guernsey,1 sheet : observer A Collenette : St Georges Road Gy5 7ph/Original transcription grid reference WV297793,-,,,,,,12,0,1,1902/01,1902/12,1,100.0,100.0,0.9,1902/02,4.35,1902/04,36.58,1902,36.58,1902,36.6,36.6,36.6,36.6,[.|..........|*.....],[#],-,-,-,-,-,-,-,-,-,-,[..#.......],-,-,-,-,-,TYRain_1900-1909_26_pt1-211,-,-,-
GUERNSEY-COURT-PLACE,GUERNSEY-COURT-PLACE,LEFTOVER,Channel Islands,Guernsey,1 sheet : observer W F Hickin Botham : BR lists it at Court Place probably Rue de Manoir St Peter Port,-,,,,,,12,0,1,1866/01,1866/12,1,100.0,100.0,1.26,1866/10,9.2,1866/09,37.86,1866,37.86,1866,37.9,37.9,37.9,37.9,[.|......*...|......],[#],-,-,-,-,-,-,[......#...],-,-,-,-,-,-,-,-,-,TYRain_1860-1869_06_pt3-151,-,-,-
GUERNSEY-L-ANCRESSE-DOYLE-PAVILION,GUERNSEY-L-ANCRESSE-DOYLE-PAVILION,LEFTOVER,Channel Islands,Guernsey,2 sheets : observer Met Station,-,,,,40,[4443],52,0,3,1927/06,1931/10,5,98.1,86.7,0.08,1929/03,9.32,1930/11,33.51,1929,39.5,1928,37.4,34.7,39.2,39.4,[.|..........|..**..],[7###9],-,-,-,-,-,-,-,-,-,-,-,-,[.......7###],[9.........],-,-,TYRain_1920-1930_28_pt1-162,TYRain_1931-1940_23_pt1-200,-,-
GUERNSEY-L-HYVREUSE,GUERNSEY-L-HYVREUSE,LEFTOVER,Channel Islands,Guernsey,1 sheet : observer Rev Sidebotham : ? House Gy1 1oy,-,,,,,,12,0,1,1872/01,1872/12,1,100.0,100.0,2.18,1872/08,11.45,1872/10,56.95,1872,56.95,1872,57.0,57.0,57.0,57.0,[.|.......*..|......],[#],-,-,-,-,-,-,-,[..#.......],-,-,-,-,-,-,-,-,TYRain_1870-1879_10_pt3-019,-,-,-
GUERNSEY-L-ISLET-GRANDE-MAISON,GUERNSEY-L-ISLET-GRANDE-MAISON,LEFTOVER,Channel Islands,Guernsey,1 sheet : observer Roussel,-,,,,,[4442/6],12,0,1,1939/01,1939/12,1,100.0,100.0,1.21,1939/05,6.47,1939/10,34.57,1939,34.57,1939,34.6,34.6,34.6,34.6,[.|..........|...*..],[#],-,-,-,-,-,-,-,-,-,-,-,-,-,[........#.],-,-,TYRain_1931-1940_23_pt1-197,-,-,-
GUERNSEY-LE-BOURG-AIRPORT,GUERNSEY-LE-BOURG-AIRPORT,LEFTOVER,Channel Islands,Guernsey,1 sheet,-,,,,,[4432/7],3,0,0,1939/06,1939/08,1,100.0,25.0,1.65,1939/08,2.93,1939/07,,,,,,,,,[.|..........|...*..],[3],-,-,-,-,-,-,-,-,-,-,-,-,-,[........3.],-,-,TYRain_1931-1940_23_pt1-184,-,-,-
GUERNSEY-S-PIERRE-DU-BOIS-LES-PRES,GUERNSEY-S-PIERRE-DU-BOIS-LES-PRES,LEFTOVER,Channel Islands,Guernsey,2 sheets : observer Miss Brock,-,,,,200/250,[4437/5],44,0,3,1930/05,1933/12,4,100.0,91.7,0.42,1932/08,10.92,1930/11,25.93,1933,34.18,1931,29.0,26.1,27.0,32.7,[.|..........|..**..],[8###],-,-,-,-,-,-,-,-,-,-,-,-,[..........8],[###.......],-,-,TYRain_1920-1930_28_pt1-149,TYRain_1931-1940_23_pt1-190,-,-
GUERNSEY-ST-MARTINS-KRAGGA-KARNA,GUERNSEY-ST-MARTINS-KRAGGA-KARNA,LEFTOVER,Channel Islands,Guernsey,1 sheet : observer J H Welch : Kama – De Putron Off St Martins Road Between Fort George And Fermain Bay (next To Kings Cliffe),-,,,,,,24,0,2,1922/01,1923/12,2,100.0,100.0,0.19,1923/06,7.25,1923/10,36.45,1922,39.63,1923,38.0,36.8,38.0,39.3,[.|..........|..*...],[##],-,-,-,-,-,-,-,-,-,-,-,-,[..##.......],-,-,-,TYRain_1920-1930_28_pt1-145,-,-,-
GUERNSEY-ST-MARTINS-OBERLAND,GUERNSEY-ST-MARTINS-OBERLAND,LEFTOVER,Channel Islands,Guernsey,1 sheet : observer Allanson Bailey : Original transcription grid reference WV322771,-,,,,250,,24,0,2,1905/01,1906/12,2,100.0,100.0,0.15,1905/05,8.01,1905/11,33.66,1906,35.6,1905,34.6,33.9,34.6,35.4,[.|..........|*.....],[##],-,-,-,-,-,-,-,-,-,-,[.....##...],-,-,-,-,-,TYRain_1900-1909_26_pt1-204,-,-,-
GUERNSEY-ST-PETER-PORT-QUEENS-ROAD-RAGLAN-HOUSE,GUERNSEY-ST-PETER-PORT-QUEENS-ROAD-RAGLAN-HOUSE,LEFTOVER,Channel Islands,Guernsey,2 sheets : observer Allain : Queens Rd Gy1 1pu,-,,,,220,,64,0,5,1918/09,1923/12,6,100.0,88.9,0.33,1921/02,7.67,1923/10,18.87,1921,47.31,1919,36.3,25.2,37.2,45.7,[.|..........|.**...],[4#####],-,-,-,-,-,-,-,-,-,-,-,[........4#],[####.......],-,-,-,TYRain_1910-1919_25_pt1-039,TYRain_1920-1930_28_pt1-153,-,-
GUERNSEY-ST-PETER-PORT-WALMER-HOUSE-VICTORIA-ROAD/1,GUERNSEY-ST-PETER-PORT-WALMER-HOUSE-VICTORIA-ROAD,LEFTOVER,Channel Islands,Guernsey,1 sheet,-,,,,,,15,0,1,1880/01,1881/03,2,100.0,62.5,0.03,1880/05,9.44,1880/10,40.16,1880,40.16,1880,40.2,40.2,40.2,40.2,[.|........*.|......],[#3],-,-,-,-,-,-,-,-,[#3........],-,-,-,-,-,-,-,TYRain_1880-1889_18_pt1-059,-,-,-
GUERNSEY-ST-PETER-PORT-WALMER-HOUSE-VICTORIA-ROAD/2,GUERNSEY-ST-PETER-PORT-WALMER-HOUSE-VICTORIA-ROAD,LEFTOVER,Channel Islands,Guernsey,1 sheet,-,,,,,,10,0,0,1880/06,1881/03,2,100.0,41.7,0.93,1880/08,9.2,1880/10,,,,,,,,,[.|........*.|......],[73],-,-,-,-,-,-,-,-,[73........],-,-,-,-,-,-,-,TYRain_1880-1889_18_pt1-058,-,-,-
GUERNSEY-ST-PETER-PORT-WIRELESS-STATION,GUERNSEY-ST-PETER-PORT-WIRELESS-STATION,LEFTOVER,Channel Islands,Guernsey,1 sheet,-,,,,,,30,0,2,1927/01,1929/06,3,100.0,83.3,0.06,1929/03,6.92,1928/10,36.98,1927,41.25,1928,39.1,37.4,39.1,40.8,[.|..........|..*...],[##6],-,-,-,-,-,-,-,-,-,-,-,-,[.......##6.],-,-,-,TYRain_1920-1930_28_pt1-151,-,-,-
GUERNSEY-ST-SAMPSON-RICHMOND,GUERNSEY-ST-SAMPSON-RICHMOND,LEFTOVER,Channel Islands,Guernsey,1 sheet,WV 333810,https://www.openstreetmap.org/?&mlat=49.481&mlon=-2.54#map=16/49.481/-2.54,-2.540,49.481,,,36,0,3,1904/01,1909/12,3,50.0,100.0,0.18,1905/05,7.63,1905/11,31.8,1909,36.73,1904,33.6,31.9,32.4,35.9,[.|..........|*.....],[##...#],-,-,-,-,-,-,-,-,-,-,[....##...#],-,-,-,-,-,TYRain_1900-1909_26_pt1-213,-,-,-
GUERNSEY-ST-SAMPSONS-GRANDS-CAPPELLES-LES-QUARTIERS-VINERIES,GUERNSEY-ST-SAMPSONS-GRANDS-CAPPELLES-LES-QUARTIERS-VINERIES,LEFTOVER,Channel Islands,Guernsey,1 sheet : observer A R Young : ? Les Quartiers Farm - Route Des Quartiers Gy2 4gb,-,,,,40,,3,0,0,1921/10,1921/12,1,100.0,25.0,0.39,1921/10,2.56,1921/11,,,,,,,,,[.|..........|..*...],[3],-,-,-,-,-,-,-,-,-,-,-,-,[.3.........],-,-,-,TYRain_1920-1930_28_pt1-163,-,-,-
GUERNSEY-TORTEVAL-LA-COLOMBIER,GUERNSEY-TORTEVAL-LA-COLOMBIER,LEFTOVER,Channel Islands,Guernsey,1 sheet : observer Sarne : ?mount Row Gy1 1ns,-,,,,,[4432/4],48,0,4,1935/01,1938/12,4,100.0,100.0,0.02,1938/04,8.04,1935/11,28.94,1938,40.83,1937,37.2,31.8,39.5,40.7,[.|..........|...*..],[####],-,-,-,-,-,-,-,-,-,-,-,-,-,[....####..],-,-,TYRain_1931-1940_23_pt1-182,-,-,-
GUERNSEY-VALE-MAISON-DE-BAS,GUERNSEY-VALE-MAISON-DE-BAS,LEFTOVER,Channel Islands,Guernsey,1 sheet : J J Roussel Per State Met Comm,-,,,,50,[4442/7],24,0,2,1935/01,1936/12,2,100.0,100.0,0.39,1936/08,6.98,1935/11,34.94,1936,37.07,1935,36.0,35.2,36.0,36.9,[.|..........|...*..],[##],-,-,-,-,-,-,-,-,-,-,-,-,-,[....##....],-,-,TYRain_1931-1940_23_pt1-198,-,-,-
GUILDFORD-ABBOTSWOOD,GUILDFORD-ABBOTSWOOD,LEFTOVER,England,Surrey,"1 sheet : observer E Kitchener : NGR is in Abbotswood at the stated altitude. No relationships on record and cannot find the observer, Elliott Kitchener. NGR could be +/- 250m. Only 4 complete years/NGR is in Abbotswood at the stated altitude. No relationships on record. Observer Elliott Kitchener lived at IOMHAR but cannot locate it. NGR could be +/- 250m. Only 4 complete years",TQ 010512,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.251&lon=-0.554&layers=6&b=1&marker=51.251,-0.554",-0.554,51.251,150,,50,0,5,1923/06,1928/12,6,74.6,69.4,0.12,1925/06,6.73,1924/07,27.3,1926,38.74,1924,32.7,28.1,30.9,38.2,[.|..........|..*...],[2###T#],-,-,-,-,-,-,-,-,-,-,-,-,[...2###T#..],-,-,-,TYRain_1920-1930_02_pt1-271,-,-,-
GUILDFORD-BURPHAM,GUILDFORD-BURPHAM,LEFTOVER,England,Surrey,2 sheets : NGR is from the records. Altitudes match. The 1930s record has 13 Orchard Road in the title bit is crossed out. Orchard Road if 250m SW.,TQ 019524,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.262&lon=-0.541&layers=193&b=1&marker=51.262,-0.541",-0.541,51.262,105,[207/7],80,0,6,1945/05,1951/12,7,100.0,95.2,0.31,1945/11,6.93,1951/11,21.63,1947,39.13,1951,28.3,21.8,27.8,35.4,[.|..........|....**],[8######],-,-,-,-,-,-,-,-,-,-,-,-,-,-,[....8#####],[#.........],TYRain_1941-1950_02_pt1-240,TYRain_1951-1960_01_pt1-245,-,-
GUILDFORD-COUNTY-SCHOOL-FOR-GIRLS,GUILDFORD-COUNTY-SCHOOL-FOR-GIRLS,LEFTOVER,England,Surrey,1 sheet,-,,,,,,12,0,0,1921/01,1922/04,2,75.0,50.0,0.12,1921/06,2.76,1922/04,,,,,,,,,[.|..........|..*...],[93],-,-,-,-,-,-,-,-,-,-,-,-,[.93........],-,-,-,TYRain_1920-1930_02_pt1-265,-,-,-
GUILDFORD-DUNSDON-AVENUE,GUILDFORD-DUNSDON-AVENUE,LEFTOVER,England,Surrey,1 sheet : Unknown house but short road,SU 988496,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.237&lon=-0.586&layers=193&b=1&marker=51.237,-0.586",-0.586,51.237,,,48,0,4,1945/01,1948/12,4,100.0,100.0,0.31,1945/11,5.36,1945/07,22.46,1947,33.77,1946,27.6,23.8,27.1,31.8,[.|..........|....*.],[####],-,-,-,-,-,-,-,-,-,-,-,-,-,-,[....####..],-,TYRain_1941-1950_02_pt1-237,-,-,-
GUILDFORD-ECHO-HURST,GUILDFORD-ECHO-HURST,LEFTOVER,England,Surrey,1 sheet : Original transcription grid reference TQ004488,-,,,,,,12,0,1,1909/01,1909/12,1,100.0,100.0,0.5,1909/02,5.23,1909/10,29.05,1909,29.05,1909,29.1,29.1,29.1,29.1,[.|..........|*.....],[#],-,-,-,-,-,-,-,-,-,-,[.........#],-,-,-,-,-,TYRain_1900-1909_01_pt1-213,-,-,-
GUILDFORD-ELSTEAD,GUILDFORD-ELSTEAD,LEFTOVER,England,Surrey,2 sheets : observer Capt James,-,,,,,,43,0,3,1867/06,1870/12,4,100.0,89.6,0.3,1870/04,6.33,1868/12,20.58,1870,30.5,1868,26.5,22.1,28.4,30.1,[.|......**..|......],[7###],-,-,-,-,-,-,[.......7##],[#.........],-,-,-,-,-,-,-,-,TYRain_1860-1869_01_pt1-129,TYRain_1870-1879_01_pt2-102,-,-
GUILDFORD-EPSOM-ROAD,GUILDFORD-EPSOM-ROAD,LEFTOVER,England,Surrey,2 sheets : observer Frank E Box : NGR is on Epsom Road with the stated relationship to the church and station. Altitudes match./House called Stirling Epsom Road Not found but near Inn,TQ 004497,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.238&lon=-0.563&layers=10&b=1&marker=51.238,-0.563",-0.563,51.238,208,[205/2],84,0,7,1936/01,1942/12,7,100.0,100.0,0.06,1940/08,7.28,1940/11,23.52,1938,35.57,1937,29.9,25.9,29.7,33.7,[.|..........|...**.],[#######],-,-,-,-,-,-,-,-,-,-,-,-,-,[.....#####],[##........],-,TYRain_1931-1940_03_pt1-015,TYRain_1941-1950_02_pt1-232,-,-
GUILDFORD-LANSDOWN-HOUSE-MERROW,GUILDFORD-LANSDOWN-HOUSE-MERROW,LEFTOVER,England,Surrey,1 sheet,TQ 014502,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.242&lon=-0.549&layers=6&b=1&marker=51.242,-0.549",-0.549,51.242,,,33,0,2,1907/01,1909/12,3,91.7,91.7,0.6,1909/02,5.69,1909/10,27.63,1907,33.67,1909,30.6,28.2,30.6,33.1,[.|..........|*.....],[#9#],-,-,-,-,-,-,-,-,-,-,[.......#9#],-,-,-,-,-,TYRain_1900-1909_01_pt1-220,-,-,-
GUILDFORD-LISTOKE,GUILDFORD-LISTOKE,LEFTOVER,England,Surrey,1 sheet : NGR is Listoke on Clandon (not Clarendon as written on record) Road. No other information to verify but same references do say Listoke is in Clandon Road.,TQ 005499,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.239&lon=-0.562&layers=6&b=1&marker=51.239,-0.562",-0.562,51.239,225,,74,0,5,1893/11,1899/12,7,100.0,88.1,0.08,1895/02,6.94,1896/09,22.25,1898,31.43,1894,25.8,23.3,25.0,29.0,[.|.........*|......],[2######],-,-,-,-,-,-,-,-,-,[...2######],-,-,-,-,-,-,TYRain_1890-1899_02_pt1-173,-,-,-
GUILDFORD-PEWLEY-HILL-RES,GUILDFORD-PEWLEY-HILL-RES,LEFTOVER,England,Surrey,2 sheets : NGR is the reservoir. Altitudes match.,TQ 002492,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.233&lon=-0.566&layers=10&b=1&marker=51.233,-0.566",-0.566,51.233,365,[203/5],75,0,6,1936/01,1942/03,7,100.0,89.3,0.03,1940/08,6.87,1940/11,22.38,1938,34.32,1937,28.5,24.6,28.7,32.2,[.|..........|...**.],[######3],-,-,-,-,-,-,-,-,-,-,-,-,-,[.....#####],[#3........],-,TYRain_1931-1940_03_pt1-011,TYRain_1941-1950_02_pt1-227,-,-
GUILDFORD-PILGRIMS-WAY,GUILDFORD-PILGRIMS-WAY,LEFTOVER,England,Surrey,1 sheet : Original transcription grid reference SU999483,-,,,,,,36,0,3,1957/01,1959/12,3,100.0,100.0,0.07,1959/02,5.33,1959/12,25.61,1957,31.45,1958,27.9,25.8,26.5,30.5,[.|..........|.....*],[###],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[......###.],TYRain_1951-1960_01_pt1-238,-,-,-
GUILDFORD-POLTIMORE-ROAD,GUILDFORD-POLTIMORE-ROAD,LEFTOVER,England,Surrey,2 sheets : observer longhurst : Nov Dec 1940 Only : Not empty,SU 985493,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.234&lon=-0.591&layers=10&b=1&marker=51.234,-0.591",-0.591,51.234,,,51,0,4,1941/01,1945/03,5,100.0,85.0,0.22,1944/03,5.75,1943/01,22.93,1944,28.9,1941,25.7,23.3,25.4,28.2,[.|..........|....*.],[####3],-,-,-,-,-,-,-,-,-,-,-,-,-,-,[####3.....],-,TYRain_1931-1940_03_pt1-018,TYRain_1941-1950_02_pt1-235,-,-
GUILDFORD-SEWAGE-FARM,GUILDFORD-SEWAGE-FARM,LEFTOVER,England,Surrey,2 sheets,SU 999515,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.254&lon=-0.57&layers=6&b=1&marker=51.254,-0.57",-0.570,51.254,,,24,0,2,1919/01,1920/12,2,100.0,100.0,0.11,1919/05,7.0,1920/07,33.66,1919,37.02,1920,35.3,34.0,35.3,36.7,[.|..........|.**...],[##],-,-,-,-,-,-,-,-,-,-,-,[.........#],[#..........],-,-,-,TYRain_1910-1919_2B_pt2-012,TYRain_1920-1930_02_pt1-273,-,-
GUILDFORD-SHALFORD-COMMON,GUILDFORD-SHALFORD-COMMON,LEFTOVER,England,Surrey,2 sheets,-,,,,,,48,0,4,1868/01,1871/12,4,100.0,100.0,0.31,1871/11,6.13,1868/12,22.03,1870,30.04,1868,26.8,23.0,27.6,30.0,[.|......**..|......],[####],-,-,-,-,-,-,[........##],[##........],-,-,-,-,-,-,-,-,TYRain_1860-1869_01_pt1-133,TYRain_1870-1879_01_pt2-098,-,-
GUILDFORD-SOUTH-HILL-RES,GUILDFORD-SOUTH-HILL-RES,LEFTOVER,England,Surrey,1 sheet,-,,,,,,18,0,1,1933/07,1934/12,2,100.0,75.0,0.11,1934/02,7.23,1934/12,26.4,1934,26.4,1934,26.4,26.4,26.4,26.4,[.|..........|...*..],[6#],-,-,-,-,-,-,-,-,-,-,-,-,-,[..6#......],-,-,TYRain_1931-1940_03_pt1-020,-,-,-
GUILDFORD-ST-MARTHAS-HILL,GUILDFORD-ST-MARTHAS-HILL,LEFTOVER,England,Surrey,1 sheet,-,,,,,,8,0,0,1867/05,1867/12,1,100.0,66.7,1.13,1867/11,4.66,1867/07,,,,,,,,,[.|......*...|......],[8],-,-,-,-,-,-,[.......8..],-,-,-,-,-,-,-,-,-,TYRain_1860-1869_01_pt1-134,-,-,-
GUILDFORD-THE-GRANGE-MERROW,GUILDFORD-THE-GRANGE-MERROW,LEFTOVER,England,Surrey,1 sheet : Original transcription grid reference TQ021504,-,,,,,,12,0,2,1907/01,1909/12,2,33.3,50.0,0.61,1907/09,5.05,1907/10,27.12,1907,29.24,1909,28.2,27.3,28.2,29.0,[.|..........|*.....],[#.T],-,-,-,-,-,-,-,-,-,-,[.......#.T],-,-,-,-,-,TYRain_1900-1909_01_pt1-221,-,-,-
GUILDFORD-WARWICKS-BENCH,GUILDFORD-WARWICKS-BENCH,LEFTOVER,England,Surrey,1 sheet,-,,,,,,12,0,1,1914/01,1914/12,1,100.0,100.0,0.73,1914/01,9.11,1914/12,31.3,1914,31.3,1914,31.3,31.3,31.3,31.3,[.|..........|.*....],[#],-,-,-,-,-,-,-,-,-,-,-,[....#.....],-,-,-,-,TYRain_1910-1919_2B_pt2-006,-,-,-
GUILDFORD-WATERDEN-ROAD,GUILDFORD-WATERDEN-ROAD,LEFTOVER,England,Surrey,1 sheet,-,,,,,,12,0,1,1915/01,1915/12,1,100.0,100.0,0.68,1915/03,5.9,1915/12,36.45,1915,36.45,1915,36.5,36.5,36.5,36.5,[.|..........|.*....],[#],-,-,-,-,-,-,-,-,-,-,-,[.....#....],-,-,-,-,TYRain_1910-1919_2B_pt2-005,-,-,-
GUILDFORD-WHERWELL-ROAD,GUILDFORD-WHERWELL-ROAD,LEFTOVER,England,Surrey,1 sheet,SU 990493,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.234&lon=-0.583&layers=6&b=1&marker=51.234,-0.583",-0.583,51.234,,,24,0,2,1905/01,1907/12,2,66.7,100.0,0.48,1907/09,5.19,1905/06,25.71,1905,25.84,1907,25.8,25.7,25.8,25.8,[.|..........|*.....],[#.#],-,-,-,-,-,-,-,-,-,-,[.....#.#..],-,-,-,-,-,TYRain_1900-1909_01_pt1-217,-,-,-
GUILDFORD-WHITEWAYS,GUILDFORD-WHITEWAYS,LEFTOVER,England,Surrey,1 sheet,TQ 028489,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.23&lon=-0.529&layers=10&b=1&marker=51.23,-0.529",-0.529,51.230,,,35,0,2,1934/02,1936/12,3,100.0,97.2,0.28,1935/03,7.78,1934/12,32.98,1936,36.85,1935,34.9,33.4,34.9,36.5,[.|..........|...*..],[###],-,-,-,-,-,-,-,-,-,-,-,-,-,[...###....],-,-,TYRain_1931-1940_03_pt1-013,-,-,-
GUILDFORD-WYKE-VICARAGE,GUILDFORD-WYKE-VICARAGE,LEFTOVER,England,Surrey,1 sheet,SU 922514,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.254&lon=-0.68&layers=6&b=1&marker=51.254,-0.68",-0.680,51.254,,,30,0,2,1912/01,1914/06,3,100.0,83.3,0.37,1912/04,5.24,1912/08,27.03,1913,32.07,1912,29.6,27.5,29.6,31.6,[.|..........|.*....],[##6],-,-,-,-,-,-,-,-,-,-,-,[..##6.....],-,-,-,-,TYRain_1910-1919_2B_pt2-016,-,-,-
GUISBOROUGH-REDCAR-ROAD,GUISBOROUGH-REDCAR-ROAD,LEFTOVER,England,Yorkshire North Riding,1 sheet : observer Rev J.Watson,NZ 616161,"https://maps.nls.uk/geo/explore/#zoom=16&lat=54.536&lon=-1.05&layers=6&b=1&marker=54.536,-1.05",-1.050,54.536,,,20,0,1,1891/09,1893/04,3,100.0,55.6,0.26,1893/04,6.36,1892/10,29.78,1892,29.78,1892,29.8,29.8,29.8,29.8,[.|.........*|......],[4#4],-,-,-,-,-,-,-,-,-,[.4#4......],-,-,-,-,-,-,TYRain_1890-1899_17_pt1-206,-,-,-
GUISELEY-TRANFIELD-LODGE,GUISELEY-TRANFIELD-LODGE,LEFTOVER,England,Yorkshire West Riding,1 sheet,-,,,,,,12,0,1,1884/01,1884/12,1,100.0,100.0,0.95,1884/11,4.78,1884/07,24.52,1884,24.52,1884,24.5,24.5,24.5,24.5,[.|........*.|......],[#],-,-,-,-,-,-,-,-,[....#.....],-,-,-,-,-,-,-,TYRain_1880-1889_10_pt2-076,-,-,-
GUNBY,GUNBY,LEFTOVER,England,Lincolnshire,1 sheet : observer Corby and District Water Company : Ended 1964 [16726],SK 899218,"https://maps.nls.uk/geo/explore/#zoom=16&lat=52.786&lon=-0.668&layers=193&b=1&marker=52.786,-0.668",-0.668,52.786,443,[2532/1],35,0,2,1958/01,1960/12,3,97.2,97.2,0.05,1959/02,5.54,1960/10,29.5,1958,36.01,1960,32.8,30.2,32.8,35.4,[.|..........|.....*],[###],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[.......###],TYRain_1951-1960_15_pt1-176,-,-,-
GUTHRIE-BOLSHAM,GUTHRIE-BOLSHAM,LEFTOVER,Scotland,Angus (Forfar),"2 sheets : observer A. Buchan, Esq. : Approx NGR",NO 5511151151,"https://maps.nls.uk/geo/explore/#zoom=16&lat=56.65&lon=-2.734&layers=6&b=1&marker=56.65,-2.734",-2.734,56.650,300,,36,0,3,1878/01,1880/12,3,100.0,100.0,0.45,1880/05,6.61,1878/08,24.31,1880,37.59,1879,30.1,25.1,28.4,35.8,[.|.......**.|......],[###],-,-,-,-,-,-,-,[........##],[#.........],-,-,-,-,-,-,-,TYRain_1870-1879_12_pt2-015,TYRain_1880-1889_15_pt1-202,-,-
